3,5,3,0.5,0.25,3,1,3,3,0.469799,0.953488, 0.663275
3,5,3,0.5,0.25,3,2,3,3,0.353333,0.679487, 0.483795
3,5,3,0.5,0.25,3,3,3,3,0,0.106667, 0.0426667
3,5,3,0.5,0.5,3,1,3,3,0.438272,0.683453, 0.536344
3,5,3,0.5,0.5,3,2,3,3,0.402985,0.298343, 0.361128
3,5,3,0.5,0.5,3,3,3,3,0,0.0243902, 0.0097561
3,5,3,0.5,0.75,3,1,3,3,0.51497,0.467213, 0.495867
3,5,3,0.5,0.75,3,2,3,3,0.37013,0.231707, 0.314761
3,5,3,0.5,0.75,3,3,3,3,0,0.0326531, 0.0130612
3,7,3,0.5,0.25,3,1,3,3,0.303371,0.905405, 0.544185
3,7,3,0.5,0.25,3,2,3,3,0.322581,0.60241, 0.434512
3,7,3,0.5,0.25,3,3,3,3,0,0.0344828, 0.0137931
3,7,3,0.5,0.5,3,1,3,3,0.443114,0.702899, 0.547028
3,7,3,0.5,0.5,3,2,3,3,0.35503,0.437956, 0.3882
3,7,3,0.5,0.5,3,3,3,3,0,0.0461538, 0.0184615
3,7,3,0.5,0.75,3,1,3,3,0.485549,0.463519, 0.476737
3,7,3,0.5,0.75,3,2,3,3,0.367568,0.282158, 0.333404
3,7,3,0.5,0.75,3,3,3,3,0,0.0238095, 0.00952381
3,9,5,0.5,0.25,3,1,4,2,0.576159,0.720588, 0.633931
3,9,5,0.5,0.25,3,2,4,2,0.383234,0.556522, 0.452549
3,9,5,0.5,0.25,3,3,4,2,0,0.0642857, 0.0257143
3,9,5,0.5,0.5,3,1,4,2,0.654676,0.340206, 0.528888
3,9,5,0.5,0.5,3,2,4,2,0.462857,0.302239, 0.39861
3,9,5,0.5,0.5,3,3,4,2,0,0.0579151, 0.023166
3,9,5,0.5,0.75,3,1,4,2,0.597561,0.268354, 0.465878
3,9,5,0.5,0.75,3,2,4,2,0.466258,0.193878, 0.357306
3,9,5,0.5,0.75,3,3,4,2,0,0.0135501, 0.00542005
