3,5,5,0.5,0.25,1,1,3,1,0.718563,0.259843, 0.535075
3,5,5,0.5,0.25,1,2,3,1,0.72956,0.22314, 0.526992
3,5,5,0.5,0.25,1,3,3,1,0.593333,0.0578512, 0.37914
3,5,5,0.5,0.5,1,1,3,1,0.74,0.0892857, 0.479714
3,5,5,0.5,0.5,1,2,3,1,0.688312,0.169231, 0.480679
3,5,5,0.5,0.5,1,3,3,1,0.613497,0.046875, 0.386848
3,5,5,0.5,0.75,1,1,3,1,0.754717,0.0888325, 0.488363
3,5,5,0.5,0.75,1,2,3,1,0.7,0.0721393, 0.448856
3,5,5,0.5,0.75,1,3,3,1,0.567742,0.0574413, 0.363622
3,7,7,0.5,0.25,1,1,3,1,0.717949,0.205882, 0.513122
3,7,7,0.5,0.25,1,2,3,1,0.760563,0.129944, 0.508315
3,7,7,0.5,0.25,1,3,3,1,0.625,0.0532544, 0.396302
3,7,7,0.5,0.5,1,1,3,1,0.801282,0.117816, 0.527896
3,7,7,0.5,0.5,1,2,3,1,0.791367,0.0920245, 0.51163
3,7,7,0.5,0.5,1,3,3,1,0.653333,0.0391566, 0.407663
3,7,7,0.5,0.75,1,1,3,1,0.792683,0.0667904, 0.502326
3,7,7,0.5,0.75,1,2,3,1,0.719512,0.0685714, 0.459136
3,7,7,0.5,0.75,1,3,3,1,0.62963,0.0170132, 0.384583
3,9,9,0.5,0.25,1,1,5,1,0.748428,0.169811, 0.516981
3,9,9,0.5,0.25,1,2,5,1,0.798561,0.0995475, 0.518956
3,9,9,0.5,0.25,1,3,5,1,0.637584,0.0947867, 0.420465
3,9,9,0.5,0.5,1,1,5,1,0.74,0.0786517, 0.475461
3,9,9,0.5,0.5,1,2,5,1,0.787671,0.0698198, 0.500531
3,9,9,0.5,0.5,1,3,5,1,0.598684,0.0315315, 0.371823
3,9,9,0.5,0.75,1,1,5,1,0.79085,0.0669711, 0.501298
3,9,9,0.5,0.75,1,2,5,1,0.78626,0.0275762, 0.482786
3,9,9,0.5,0.75,1,3,5,1,0.598639,0.0224888, 0.368179
