3,5,4,0.25,0.125,3,1,1,1,0.493506,0.906977, 0.658895
3,5,4,0.25,0.125,3,2,1,1,0.3625,0.644444, 0.475278
3,5,4,0.25,0.125,3,3,1,1,0,0.448276, 0.17931
3,5,4,0.25,0.25,3,1,1,1,0.644068,0.4375, 0.561441
3,5,4,0.25,0.25,3,2,1,1,0.433333,0.247619, 0.359048
3,5,4,0.25,0.25,3,3,1,1,0,0.214286, 0.0857143
3,5,4,0.25,0.375,3,1,1,1,0.683333,0.326389, 0.540556
3,5,4,0.25,0.375,3,2,1,1,0.515625,0.226027, 0.399786
3,5,4,0.25,0.375,3,3,1,1,0,0.107383, 0.042953
3,7,6,0.25,0.125,3,1,2,1,0.512821,0.57971, 0.539576
3,7,6,0.25,0.125,3,2,2,1,0.478873,0.478873, 0.478873
3,7,6,0.25,0.125,3,3,2,1,0,0.263158, 0.105263
3,7,6,0.25,0.25,3,1,2,1,0.592593,0.348684, 0.495029
3,7,6,0.25,0.25,3,2,2,1,0.558442,0.300699, 0.455345
3,7,6,0.25,0.25,3,3,2,1,0,0.0402685, 0.0161074
3,7,6,0.25,0.375,3,1,2,1,0.606061,0.212121, 0.448485
3,7,6,0.25,0.375,3,2,2,1,0.566667,0.147186, 0.398874
3,7,6,0.25,0.375,3,3,2,1,0,0.146552, 0.0586207
3,9,8,0.25,0.125,3,1,3,1,0.610169,0.386139, 0.520557
3,9,8,0.25,0.125,3,2,3,1,0.506667,0.383838, 0.457535
3,9,8,0.25,0.125,3,3,3,1,0,0.300971, 0.120388
3,9,8,0.25,0.25,3,1,3,1,0.661017,0.230366, 0.488757
3,9,8,0.25,0.25,3,2,3,1,0.533333,0.209424, 0.40377
3,9,8,0.25,0.25,3,3,3,1,0,0.16, 0.064
3,9,8,0.25,0.375,3,1,3,1,0.717949,0.243542, 0.528186
3,9,8,0.25,0.375,3,2,3,1,0.574713,0.189394, 0.420585
3,9,8,0.25,0.375,3,3,3,1,0,0.0966543, 0.0386617
