3,5,5,0.5,0.25,2,1,2,1,0.59854,0.478992, 0.550721
3,5,5,0.5,0.25,2,2,2,1,0.396947,0.240876, 0.334518
3,5,5,0.5,0.25,2,3,2,1,0.290076,0.101695, 0.214724
3,5,5,0.5,0.5,2,1,2,1,0.624113,0.232283, 0.467381
3,5,5,0.5,0.5,2,2,2,1,0.388889,0.175966, 0.30372
3,5,5,0.5,0.5,2,3,2,1,0.253425,0.0352423, 0.166152
3,5,5,0.5,0.75,2,1,2,1,0.637097,0.142091, 0.439095
3,5,5,0.5,0.75,2,2,2,1,0.414013,0.144928, 0.306379
3,5,5,0.5,0.75,2,3,2,1,0.266667,0.0128535, 0.165141
3,7,7,0.5,0.25,2,1,3,1,0.657343,0.446429, 0.572977
3,7,7,0.5,0.25,2,2,3,1,0.448485,0.36, 0.413091
3,7,7,0.5,0.25,2,3,3,1,0.241611,0.0852273, 0.179057
3,7,7,0.5,0.5,2,1,3,1,0.716667,0.170029, 0.498012
3,7,7,0.5,0.5,2,2,3,1,0.507937,0.122222, 0.353651
3,7,7,0.5,0.5,2,3,3,1,0.273973,0.0243161, 0.17411
3,7,7,0.5,0.75,2,1,3,1,0.693548,0.128846, 0.467667
3,7,7,0.5,0.75,2,2,3,1,0.328947,0.0752475, 0.227467
3,7,7,0.5,0.75,2,3,3,1,0.319328,0.0253906, 0.201753
3,9,9,0.5,0.25,2,1,4,1,0.670732,0.316667, 0.529106
3,9,9,0.5,0.25,2,2,4,1,0.519481,0.253456, 0.413071
3,9,9,0.5,0.25,2,3,4,1,0.293706,0.0144231, 0.181993
3,9,9,0.5,0.5,2,1,4,1,0.669118,0.155405, 0.463633
3,9,9,0.5,0.5,2,2,4,1,0.5,0.15748, 0.362992
3,9,9,0.5,0.5,2,3,4,1,0.241176,0.0117371, 0.149401
3,9,9,0.5,0.75,2,1,4,1,0.733333,0.147193, 0.498877
3,9,9,0.5,0.75,2,2,4,1,0.510949,0.0737952, 0.336087
3,9,9,0.5,0.75,2,3,4,1,0.27439,0.00625978, 0.167138
